TIME,SOC,DEVICE_CHARGE_ENERGY,DEVICE_CHARGE_CAPACITY,DEVICE_SUM_CHARGE_VOLTAGE,DEVICE_SUM_CHARGE_CUTTENT,BMS_SUM_CHARGE_VOLTAGE,BMS_SUM_CHARGE_CUTTENT,REQUIRE_VOLTAGE,REQUIRE_CUTTENT,MAX_TEMP,MAX_TEMP_PROBE_ID,MIN_TEMP,MIN_VOLT_CELL_ID,MAX_CELL_VOLT,MAX_VOLT_CELL_ID,COMMON_ALARM_FLAG,BMS_STOP_CHARGE,CHARGER_STOP_CHARGE
5487,54,1008,247,414.6,45.6,414.5,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5488,54,1009,247,414.6,45.6,414.5,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5489,54,1009,247,414.6,45.6,414.5,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5490,54,1010,247,414.6,45.6,414.5,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5491,54,1010,247,414.6,45.6,414.5,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5492,54,1011,247,414.6,45.6,414.5,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5493,54,1011,247,414.6,45.61,414.7,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5494,54,1012,248,414.7,45.6,414.5,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5495,54,1012,248,414.7,45.6,414.7,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5496,54,1013,248,414.7,45.6,414.7,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5497,54,1013,248,414.7,45.6,414.7,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5498,54,1014,248,414.7,45.6,414.7,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5499,54,1014,248,414.7,45.6,414.7,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5500,54,1015,248,414.7,45.6,414.7,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5501,54,1015,248,414.7,45.6,414.7,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5502,54,1016,249,414.7,45.6,414.7,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5503,54,1016,249,414.8,45.6,414.7,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5504,54,1017,249,414.8,45.6,414.7,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5505,54,1018,249,414.8,45.6,414.7,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5506,54,1018,249,414.8,45.6,414.7,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5507,54,1019,249,414.8,45.6,414.7,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5508,54,1019,249,414.8,45.6,414.7,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5509,54,1020,249,414.8,45.6,414.9,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5510,54,1020,250,414.8,45.6,414.7,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5511,54,1021,250,414.9,45.6,414.9,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5512,54,1021,250,414.9,45.6,414.7,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5513,54,1022,250,414.9,45.6,414.9,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5514,54,1022,250,414.9,45.6,414.9,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5515,54,1023,250,414.9,45.6,414.9,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5516,54,1023,250,414.9,45.6,414.9,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5517,54,1024,250,414.9,45.6,414.9,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5518,54,1024,251,414.9,45.61,414.9,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5519,54,1025,251,414.9,45.6,414.9,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5520,54,1025,251,414.9,45.61,414.9,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5521,54,1026,251,414.9,45.61,414.9,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5522,54,1026,251,414.9,45.61,414.9,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5523,54,1027,251,415,45.61,414.9,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5524,54,1027,251,415,45.61,414.9,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5525,54,1028,251,415,45.61,414.9,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5526,54,1029,252,415,45.6,414.9,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5527,54,1029,252,415,45.6,415.1,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5528,54,1030,252,415,45.6,415.1,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5529,54,1030,252,415,45.6,415.1,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5530,54,1030,252,415.1,45.6,415.1,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5531,54,1031,252,415.1,45.6,415.1,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5532,54,1032,252,415.1,45.6,415.1,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5533,54,1032,252,415.1,45.6,415.1,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5534,54,1033,253,415.1,45.6,415.1,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5535,54,1033,253,415.1,45.6,415.1,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5536,54,1034,253,415.1,45.6,415.1,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5537,54,1034,253,415.1,45.6,415.1,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5538,54,1035,253,415.1,45.6,415.1,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5539,54,1036,253,415.1,45.6,415.1,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5540,54,1036,253,415.1,45.6,415.1,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5541,54,1036,254,415.1,45.61,415.1,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5542,54,1037,254,415.2,45.61,415.2,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5543,54,1037,254,415.2,45.61,415.1,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5544,54,1038,254,415.2,45.61,415.1,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5545,54,1039,254,415.2,45.61,415.2,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5546,54,1039,254,415.2,45.61,415.2,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5547,54,1040,254,415.2,45.61,415.2,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5548,54,1040,254,415.2,45.61,415.2,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5549,54,1041,255,415.2,45.61,415.2,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5550,54,1041,255,415.2,45.61,415.2,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5551,54,1042,255,415.2,45.6,415.2,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5552,54,1042,255,415.2,45.6,415.2,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5553,54,1043,255,415.2,45.6,415.2,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5554,54,1043,255,415.3,45.6,415.2,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5555,54,1044,255,415.3,45.6,415.2,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5556,54,1044,255,415.3,45.6,415.2,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5557,54,1045,256,415.3,45.6,415.2,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5558,54,1045,256,415.3,45.6,415.2,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5559,54,1046,256,415.3,45.6,415.4,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5560,54,1046,256,415.3,45.6,415.4,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5561,54,1047,256,415.3,45.6,415.4,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5562,54,1047,256,415.3,45.6,415.2,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5563,54,1048,256,415.3,45.6,415.2,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5564,54,1049,256,415.3,45.6,415.4,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5565,54,1049,257,415.4,45.6,415.4,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5566,54,1050,257,415.4,45.6,415.4,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5567,54,1050,257,415.4,45.6,415.4,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5568,54,1051,257,415.4,45.6,415.4,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5569,54,1051,257,415.4,45.6,415.4,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5570,54,1052,257,415.4,45.6,415.4,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5571,54,1052,257,415.4,45.6,415.4,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5572,54,1053,257,415.4,45.6,415.4,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5573,54,1053,258,415.5,45.6,415.4,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5574,54,1054,258,415.5,45.6,415.4,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5575,54,1054,258,415.5,45.6,415.4,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5576,54,1055,258,415.5,45.6,415.4,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5577,54,1055,258,415.5,45.6,415.4,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5578,54,1056,258,415.5,45.6,415.4,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5579,54,1056,258,415.5,45.6,415.6,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5580,54,1057,258,415.5,45.6,415.4,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5581,54,1057,259,415.5,45.61,415.4,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5582,54,1058,259,415.5,45.61,415.6,-45.4,451.5,45.6,25,0,23,6,3.85,6,0,0,0
5583,54,1059,259,415.6,45.61,415.6,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5584,54,1059,259,415.6,45.61,415.4,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5585,54,1060,259,415.6,45.61,415.6,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5586,54,1060,259,415.6,45.61,415.6,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5587,54,1061,259,415.6,45.61,415.6,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5588,54,1061,259,415.6,45.61,415.6,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5589,54,1061,260,415.6,45.61,415.6,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5590,54,1062,260,415.6,45.61,415.6,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5591,54,1063,260,415.6,45.61,415.6,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5592,54,1063,260,415.6,45.61,415.6,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5593,54,1064,260,415.6,45.61,415.6,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5594,54,1064,260,415.6,45.61,415.6,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5595,54,1065,260,415.7,45.61,415.6,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5596,54,1065,260,415.7,45.61,415.6,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5597,54,1066,261,415.7,45.61,415.6,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5598,54,1066,261,415.7,45.61,415.6,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5599,54,1067,261,415.7,45.61,415.7,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5600,55,1067,261,415.7,45.61,415.7,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5601,55,1068,261,415.7,45.6,415.6,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5602,55,1069,261,415.7,45.6,415.7,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5603,55,1069,261,415.8,45.6,415.7,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5604,55,1070,261,415.8,45.6,415.7,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5605,55,1070,262,415.8,45.6,415.7,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5606,55,1071,262,415.8,45.6,415.7,-45.3,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5607,55,1071,262,415.8,45.6,415.7,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5608,55,1072,262,415.8,45.6,415.7,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5609,55,1072,262,415.8,45.6,415.7,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5610,55,1073,262,415.8,45.6,415.7,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5611,55,1073,262,415.8,45.6,415.7,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5612,55,1074,263,415.8,45.6,415.7,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5613,55,1074,263,415.8,45.6,415.7,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5614,55,1075,263,415.8,45.6,415.7,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5615,55,1075,263,415.8,45.6,415.7,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5616,55,1076,263,415.8,45.6,415.7,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5617,55,1076,263,415.9,45.6,415.7,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5618,55,1077,263,415.9,45.6,415.7,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5619,55,1077,263,415.9,45.6,415.9,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5620,55,1078,264,415.9,45.6,415.9,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5621,55,1079,264,415.9,45.6,415.9,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5622,55,1079,264,415.9,45.6,415.9,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5623,55,1080,264,415.9,45.6,415.9,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5624,55,1080,264,415.9,45.6,415.9,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5625,55,1081,264,415.9,45.6,415.9,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5626,55,1081,264,415.9,45.6,415.9,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5627,55,1082,264,416,45.6,415.9,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5628,55,1082,265,416,45.61,415.9,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5629,55,1083,265,415.9,45.61,415.9,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5630,55,1083,265,416,45.61,415.9,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5631,55,1084,265,416,45.61,415.9,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5632,55,1084,265,416,45.61,415.9,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5633,55,1085,265,416,45.61,415.9,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5634,55,1085,265,416,45.61,415.9,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5635,55,1086,265,416,45.61,415.9,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5636,55,1086,266,416,45.61,415.9,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5637,55,1087,266,416.1,45.61,415.9,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5638,55,1088,266,416.1,45.61,416.1,-45.5,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5639,55,1088,266,416.1,45.61,415.9,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5640,55,1088,266,416.1,45.61,416.1,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5641,55,1089,266,416.1,45.61,416.1,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5642,55,1090,266,416.1,45.61,416.1,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5643,55,1090,266,416.1,45.61,416.1,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5644,55,1091,267,416.1,45.61,416.1,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5645,55,1091,267,416.1,45.61,416.1,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5646,55,1092,267,416.2,45.61,416.1,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5647,55,1092,267,416.2,45.6,416.1,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5648,55,1093,267,416.2,45.6,416.1,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5649,55,1093,267,416.2,45.6,416.1,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5650,55,1094,267,416.2,45.61,416.1,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5651,55,1094,267,416.2,45.6,416.1,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5652,55,1095,268,416.2,45.6,416.1,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5653,55,1095,268,416.2,45.6,416.1,-45.4,451.5,45.6,25,0,23,6,3.86,6,0,0,0
5654,55,1096,268,416.2,45.6,416.1,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5655,55,1096,268,416.2,45.6,416.1,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5656,55,1097,268,416.2,45.6,416.3,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5657,55,1098,268,416.2,45.6,416.3,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5658,55,1098,268,416.2,45.6,416.1,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5659,55,1099,268,416.2,45.61,416.3,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5660,55,1099,269,416.2,45.6,416.3,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5661,55,1100,269,416.3,45.61,416.3,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5662,55,1100,269,416.3,45.61,416.3,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5663,55,1101,269,416.3,45.61,416.3,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5664,55,1101,269,416.3,45.61,416.3,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5665,55,1102,269,416.3,45.61,416.3,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5666,55,1102,269,416.3,45.61,416.3,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5667,55,1103,269,416.3,45.61,416.3,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5668,55,1103,270,416.3,45.61,416.3,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5669,55,1104,270,416.3,45.61,416.3,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5670,55,1104,270,416.4,45.61,416.3,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5671,55,1105,270,416.4,45.61,416.3,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5672,55,1105,270,416.4,45.61,416.3,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5673,55,1106,270,416.4,45.61,416.4,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5674,55,1106,270,416.4,45.61,416.4,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5675,55,1107,270,416.4,45.6,416.4,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5676,55,1108,271,416.4,45.6,416.3,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5677,55,1108,271,416.4,45.6,416.3,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5678,55,1108,271,416.4,45.61,416.4,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5679,55,1109,271,416.4,45.61,416.4,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5680,55,1110,271,416.4,45.61,416.4,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5681,55,1110,271,416.5,45.61,416.4,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5682,55,1111,271,416.5,45.61,416.4,-45.4,451.5,45.6,25,0,23,7,3.86,6,0,0,0
5683,55,1111,271,416.5,45.61,416.4,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5684,55,1112,272,416.5,45.61,416.4,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5685,55,1112,272,416.5,45.61,416.4,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5686,55,1113,272,416.5,45.61,416.4,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5687,55,1113,272,416.5,45.61,416.4,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5688,55,1114,272,416.5,45.61,416.4,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5689,55,1114,272,416.5,45.61,416.4,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5690,55,1115,272,416.5,45.61,416.4,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5691,55,1115,273,416.5,45.61,416.4,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5692,55,1116,273,416.5,45.61,416.4,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5693,55,1117,273,416.6,45.61,416.6,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5694,55,1117,273,416.5,45.61,416.4,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5695,55,1118,273,416.6,45.61,416.6,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5696,55,1118,273,416.6,45.61,416.6,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5697,55,1119,273,416.6,45.61,416.6,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5698,55,1119,273,416.6,45.6,416.6,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5699,55,1120,274,416.6,45.61,416.6,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5700,55,1120,274,416.6,45.61,416.6,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5701,55,1121,274,416.6,45.61,416.6,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5702,55,1121,274,416.6,45.61,416.6,-45.4,451.5,45.6,26,1,23,7,3.86,6,0,0,0
5703,55,1122,274,416.6,45.61,416.6,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5704,55,1122,274,416.6,45.61,416.6,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5705,55,1123,274,416.6,45.61,416.6,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5706,55,1123,274,416.7,45.61,416.6,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5707,55,1124,275,416.7,45.61,416.6,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5708,55,1124,275,416.7,45.61,416.6,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5709,55,1125,275,416.7,45.61,416.6,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5710,55,1125,275,416.7,45.61,416.6,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5711,55,1126,275,416.7,45.61,416.6,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5712,55,1127,275,416.7,45.61,416.8,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5713,55,1127,275,416.7,45.61,416.8,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5714,55,1127,275,416.7,45.61,416.8,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5715,56,1128,276,416.8,45.61,416.8,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5716,56,1129,276,416.8,45.61,416.8,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5717,56,1129,276,416.8,45.61,416.8,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5718,56,1130,276,416.8,45.61,416.8,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5719,56,1130,276,416.8,45.61,416.8,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5720,56,1131,276,416.8,45.61,416.8,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5721,56,1131,276,416.8,45.61,416.8,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5722,56,1132,276,416.8,45.61,416.8,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5723,56,1132,277,416.8,45.61,416.8,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5724,56,1133,277,416.8,45.61,416.8,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5725,56,1133,277,416.9,45.61,416.8,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5726,56,1133,277,416.9,45.61,416.8,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5727,56,1134,277,416.9,45.61,416.8,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5728,56,1135,277,416.9,45.61,416.8,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5729,56,1136,277,416.9,45.61,416.9,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5730,56,1136,277,416.9,45.61,416.9,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5731,56,1137,278,416.9,45.61,416.9,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5732,56,1137,278,416.9,45.61,416.9,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5733,56,1138,278,416.9,45.61,416.9,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5734,56,1138,278,416.9,45.61,416.9,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
5735,56,1139,278,416.9,45.61,416.9,-45.4,451.5,45.6,26,1,23,7,3.87,6,0,0,0
